-0.594943,-1.696445
-0.436837,1.740150
-0.823502,1.770445
-1.553916,1.363347
-1.652406,-0.049086
0.106311,-0.927261
1.203986,-0.272090
-0.036181,-1.384699
-0.539199,-0.843545
-1.219543,-0.525769
-1.654499,1.041528
-1.098291,1.218134
-0.440455,0.483232
-0.580061,-1.539674
0.566417,1.802377
0.728853,-0.612204
1.974153,-1.611512
-1.029700,0.305759
1.989466,0.554089
-1.029700,0.305759
1.466879,0.828924
0.975022,-1.211876
0.719976,-1.828278
-1.050300,0.987985
-0.881738,0.202598
1.692304,0.327510
0.106776,-1.677220
-1.047683,1.945965
-1.240149,-1.934491
1.334960,-0.921559
-1.941298,-0.947085
-1.720111,1.810364
-1.200283,1.086620
0.956627,1.202906
1.801156,0.539822
1.728546,1.838838
0.684468,-0.779126
0.955958,0.874056
1.273731,1.980759
-0.043266,1.711604
-1.485019,0.174401
0.780172,-1.015599
-1.219543,-0.525769
0.863334,1.384574
0.032408,-0.291821
-0.318792,-1.473416
1.583514,0.380288
-1.205055,0.716294
0.816291,1.167196
-1.826938,-0.264212
-0.037387,1.613862
-0.682847,-0.447502
-1.972803,1.390903
-1.265291,-1.089851
-1.518878,0.393540
-0.304849,1.872842
1.489111,-1.133263
-1.442332,-0.816112
-0.325490,0.570984
-0.024662,1.005178
-0.371632,1.210928
-0.832026,-1.396878
-1.114816,1.334226
-1.155893,-1.103112
-1.396081,-1.881570
-1.164619,-0.086603
0.165756,-0.393118
-1.881258,1.322745
1.004232,0.647585
1.933157,1.892650
-1.737633,-1.017396
0.588812,0.841299
0.748303,0.369483
0.994072,0.358556
0.007242,-1.154119
0.050288,-0.648970
-1.410415,-0.299057
-0.114663,-1.682100
-0.396895,-0.493091
0.957232,-1.597968
-0.733656,1.605331
1.000816,1.398771
0.247315,1.141007
-0.091741,0.042572
1.707037,1.232349
-1.717184,-1.515178
-1.620682,-0.961281
-1.281239,-0.273666
-0.253322,1.625235
-0.587881,1.720293
-0.064381,-1.084945
1.427127,1.366709
1.505115,-0.736493
1.254511,0.036837
1.004232,0.647585
-1.779438,-1.858642
1.799993,0.606589
-1.937401,0.869205
1.161870,1.550687
-0.000341,0.671933
-0.836541,1.993730
1.932138,-0.438181
0.370478,1.643456
-0.315322,0.206673
-1.054763,-0.651973
1.382111,-1.735426
0.360171,-1.733587
0.067396,-0.127223
0.021297,1.478053
-0.068834,0.495467
0.323852,-1.719420
-0.052418,1.056332
0.113391,-0.489835
0.396460,0.299383
-1.184237,0.144247
1.223490,-0.912756
1.344974,0.315459
1.880167,-1.130459
1.737409,1.882449
1.601781,-0.359281
1.874988,-0.984499
0.393455,-0.657809
-0.272095,0.747515
-1.200283,1.086620
-0.439696,0.913819
0.086600,1.357851
-0.828943,0.747466
-1.715539,-0.284588
1.412712,-0.296688
-0.851502,0.241377
-0.277839,-1.971228
-1.456154,1.749256
