731,762
799,704
636,696
720,761
1703,781
1983,731
509,717
1732,802
595,744
556,702
1296,722
1220,750
458,616
1096,728
1486,789
1452,781
2052,660
1538,789
1527,784
1490,723
1189,757
980,720
595,738
1924,740
1480,736
1002,763
1939,775
1729,778
1219,735
1341,720
2055,685
362,656
838,707
1729,784
1345,718
1684,781
239,725
853,768
261,773
1113,716
1934,756
768,763
304,748
1739,810
471,594
2066,781
564,732
1048,766
573,714
243,660
1560,779
279,781
997,763
297,777
487,658
1591,739
513,663
1839,781
1408,742
949,732
246,588
522,591
1731,799
1360,785
1996,730
1154,737
573,738
628,726
1176,762
1477,778
511,790
844,706
1603,783
1975,780
1986,744
1853,736
976,723
1479,741
2071,726
1404,743
425,658
1282,741
2058,819
1519,726
1983,782
1807,742
1909,722
1978,781
1294,721
237,732
2065,807
1220,720
2059,703
559,712
575,715
454,658
1531,792
1727,770
1341,752
1920,732
598,708
1738,837
1768,736
1161,723
866,741
1517,734
1564,729
1483,729
407,631
970,766
1510,729
1411,745
1190,766
1582,727
1773,744
644,714
1525,770
1863,735
932,742
1912,723
1697,781
946,767
342,656
1180,744
1808,756
1557,763
2066,773
1218,736
301,660
1219,748
1968,755
1861,742
1522,749
1732,805
1830,750
456,709
1853,780
1521,736
1684,781
866,737
1930,749
718,761
2022,640
1015,765
596,699
329,717
1561,784
1589,734
1744,773
799,736
1732,806
1500,726
409,680
1521,742
1348,784
408,739
898,750
1519,744
1830,770
1281,758
523,606
522,614
408,697
1696,780
1858,768
1448,751
2065,796
1329,753
1446,739
246,598
1282,724
1282,753
1181,740
333,665
1219,743
1348,749
857,710
1366,783
328,716
895,740
405,659
1330,768
1939,775
1442,690
238,648
1178,757
1410,773
1860,750
1446,742
736,761
458,748
800,759
1967,763
1300,722
889,706
2065,813
630,715
1801,697
1490,789
457,723
901,757
640,715
1901,753
1152,750
1174,765
1300,722
937,759
675,701
1938,766
276,780
888,709
574,734
513,694
1808,760
1730,787
1603,776
1904,770
553,808
638,694
1804,726
1870,765
1559,773
1729,781
496,657
1762,731
1281,784
471,594
1600,763
1602,781
1046,766
1744,771
557,709
327,685
1289,722
1980,745
657,683
1738,725
1282,731
1392,728
1282,671
2058,817
1777,747
1335,722
337,730
1729,729
1853,778
905,736
461,638
1597,756
1738,821
724,762
510,712
904,717
2053,662
898,745
798,736
828,718
1860,739
1153,758
971,726
938,761
630,717
641,693
445,655
557,704
408,742
1350,718
456,731
1738,827
330,679
570,749
842,770
261,774
462,607
305,727
302,680
1971,770
1832,745
629,718
757,763
1218,742
481,588
1510,735
1597,755
1024,766
1494,722
1180,744
1282,720
1838,739
1219,726
409,687
1728,772
1800,661
1807,768
455,660
1919,728
1730,787
1535,781
1112,715
1841,781
760,764
2044,644
1273,719
408,737
1337,753
1541,793
1984,781
2064,751
1755,770
862,757
822,730
1414,772
1642,780
553,678
1844,735
1879,781
1476,770
394,658
1736,842
1674,781
820,754
1806,737
860,761
540,561
240,732
1197,772
1447,743
405,607
1452,784
510,702
508,733
518,803
1662,781
1903,762
837,709
519,805
227,647
1738,817
507,723
572,753
1107,718
1854,777
1730,793
330,679
1861,743
1759,727
1733,820
1871,773
670,754
1735,826
1903,738
1727,762
1414,747
1271,718
1524,759
1995,729
673,683
1971,749
1401,720
831,715
215,644
463,634
430,658
1903,722
1528,783
406,645
514,685
336,663
661,762
506,747
565,739
409,733
479,614
459,622
241,666
1337,779
290,780
245,619
1127,769
1441,690
1909,723
2034,820
1425,772
859,713
455,646
1282,724
1802,709
561,723
1093,735
1220,751
557,707
560,719
267,651
1415,722
1916,727
340,658
499,591
1738,850
1866,753
1729,789
228,646
2025,640
1219,730
1848,781
1094,731
974,723
1282,697
1899,747
241,679
327,708
405,619
2070,728
1186,745
458,740
945,733
335,727
2066,778
304,689
1220,755
1562,781
304,750
2066,762
1903,734
1903,766
2065,789
1842,736
459,613
1161,768
1739,830
1902,753
1155,735
543,563
596,688
1777,753
667,709
510,668
508,786
1003,763
528,571
239,692
574,736
2064,738
564,736
460,658
973,709
328,694
1282,681
465,600
1480,734
1738,797
302,678
551,679
1729,797
1451,777
835,766
492,658
360,656
1304,722
1861,739
1413,721
408,692
2045,819
1735,761
524,587
1196,772
1526,767
1410,773
1923,737
328,685
456,647
572,753
960,768
1902,762
1903,774
1219,758
573,713
1219,772
1398,772
1675,780
2060,703
596,729
970,767
493,658
1328,740
1334,723
1400,739
511,704
895,741
2077,724
351,655
1768,737
468,600
554,696
509,780
1158,727
243,652
1407,721
1764,732
1168,770
1561,734
1726,757
801,681
1876,779
1561,759
1734,829
1478,739
1560,778
1511,729
246,637
1983,744
513,691
1092,752
1413,748
1560,742
1352,748
892,733
304,752
890,722
629,750
1865,751
1215,729
628,735
1731,807
834,709
2058,697
819,738
1725,751
1285,721
1449,765
1739,813
1152,743
859,763
941,762
1281,775
1980,782
1450,773
1536,785
505,680
852,707
2062,715
550,685
1975,747
1847,781
666,756
1216,721
1735,837
1182,728
1567,728
1748,771
406,601
2065,732
1192,771
2054,682
1443,688
551,809
652,763
445,653
574,732
2059,712
1445,732
1777,758
330,674
1178,753
507,777
329,677
1121,711
332,669
954,768
864,753
1331,728
509,777
1808,765
1739,818
829,760
886,705
1995,735
2065,749
1110,715
507,721
1881,781
827,760
240,689
250,652
345,654
1600,765
1484,787
2065,772
514,796
328,688
413,658
932,727
598,722
1561,744
1562,790
1508,729
799,751
2051,655
1275,718
1513,792
954,709
595,726
1017,765
1988,782
408,676
669,753
2065,740
2065,761
2001,777
595,755
957,708
239,724
1519,726
408,672
2066,798
933,736
513,698
1867,759
934,757
1808,764
358,656
1767,765
305,743
636,699
1109,715
1281,684
1185,742
937,717
1566,730
799,709
523,808
800,691
951,769
888,711
964,730
408,649
1219,723
1402,740
245,630
239,731
904,714
508,773
2064,756
1108,766
1726,735
1651,781
408,686
1343,781
1329,763
1091,741
2065,786
855,766
1518,777
1774,763
1601,772
1219,776
245,649
1181,729
531,571
568,742
594,742
408,722
571,750
1216,723
798,702
407,640
1940,778
1902,732
501,593
1903,759
1732,811
2066,793
246,616
800,765
1426,769
1529,773
1105,765
1969,768
456,681
824,757
598,717
1049,765
1392,727
1527,776
485,609
457,645
1519,750
1524,762
1918,730
1366,729
1520,735
866,730
1182,727
775,765
573,709
550,685
1732,729
475,658
1871,771
303,690
803,667
1993,781
1775,747
264,777
1732,816
1241,717
525,583
1987,782
1978,733
426,658
1560,769
966,709
597,689
1189,754
245,634
1219,766
1281,766
1094,730
1392,731
1800,694
1737,764
1599,761
1735,832
508,739
1092,736
1258,718
1601,769
271,652
597,700
941,715
1770,764
1739,820
802,670
472,621
1328,754
521,632
505,675
1736,767
653,714
1181,741
598,705
1123,770
466,633
1535,784
1997,779
1858,759
1725,740
1180,747
1530,778
417,659
1183,735
1740,726
511,685
1116,769
2065,778
507,742
583,740
403,657
635,760
1282,679
1993,737
328,681
1588,736
1838,780
1561,786
1725,733
1030,766
1450,771
1346,783
1556,756
594,754
1292,721
1282,756
1282,783
850,703
1850,735
1738,825
1332,729
1558,769
1328,749
1998,780
546,808
1309,720
857,765
564,735
1593,743
2051,819
473,658
488,609
905,738
1808,745
1118,715
262,651
333,724
1557,759
493,605
1870,770
499,601
304,718
556,703
405,598
2040,820
903,741
2053,666
1730,728
1240,717
1927,744
636,760
589,751
459,615
1599,764
1518,726
1750,725
1558,777
567,742
554,569
1678,780
904,746
1737,843
1539,790
955,708
