18C882698119B9D37B65E49A41010FB1 8E3749354D6C1F8704E72C5D0E05D4D4 12117.800000
28185EA7D0ECC8DAC1091AB91501C62D B5AD085988635378D66EA6EC890C519D 11925.800000
C949964A624F1DDDB40277F50386A62B 4ED721F92CEC80F2481A4D5BBFE8DA82 12170.800000
9E04D36FF09B49B1A5646BBA6531E72E 7101940A50494A0C17C90460A224BF7B 12273.000000
7A7D78DCCD95B9819730779BB61DC655 B03A02CEDCABAFE6ABD204F0E7C2E46D 12287.600000
2299C412350DC4DA712F94D6607B04DB C5204276C51BF21921288342F7B2789B 12192.600000
F87CB7C5127147A9A1BE4458DB0BADFD D501518B16DC344EF3088FA39A47D0C3 11940.800000
A47110D97ED4B3F00347C663C2CB3EBB 5172244659A6203D458F055BBBBC34B6 12055.200000
47F6805967C7030885476061520D5EF7 D96C8BD59920BBF8089E0BBC81095F05 12203.200000
7E6ED0FD4284ED45CBB3A98E7EE749C6 BBDA09DA8653789C89852B1843C25718 12150.000000
DDC91F4491224D166AAD77BCBBD6B339 07ED4F86C89FA4A3585E9DDDB68D538D 12090.000000
448436870823CCD3D77561555DAA1B3A 698CA0EE33665074B35EB7365C54DDCB 11789.600000
743B7F055DCC1BC77993843469376EAD 9EE616872799412B25ACE9269DA2B992 12321.800000
BBA434C3C801979F76F8F4D3A3100E17 F6FAA71D7AF3EFA7FD16A99A36BC9463 12501.600000
4B8D1CA8593770D2CAF407332B75E1E7 058D7FFDB80966A761EFA93FEB787893 12186.800000
1915AAE11641808D3A7560DD856EF4D0 3ED3D2713F8BD1C63B38AF844CF62F24 12143.800000
FB10785447E82712DC2E4508A326EFBC F8D4D50D795518B03DA6748BFB3DF638 12185.200000
3C999E52DB1EDF159340F218AEE6E8AA F499C6371D29501E70EC924C4939616D 12061.200000
F661FE3D49254F2653952EF6BB1DB3F7 493FAFB7F6B7B453E68D9CB8D1EE9504 12135.000000
B6514A916F29A60369981B187E04C274 0D771FB8EC010EC63F01C452F7471C22 12183.200000
65C0B2AEE601D439960230521FE349D6 BF9B8624CA234438554752F95208E745 11824.800000
349367A3BD0EA626A6C23E25C600992B 739F5FAABF7B8A8E3BA527E1024CAD15 12169.000000
C14BD9A74DAEE0E3B01035D0F37FA627 510181FC762000BC552E4B66F918084C 12094.200000
120DCBCF1B71F6C23334E7F9358024F6 05B4300DDECDB478FE8A953C57CFEE8D 12004.000000
CCFE9D19AC7DFC5C8E322C81B1D2A9C3 22086FB7F0193F6F68A02AD337B8C733 12209.400000
E07493FBE589BD19BDA412F22537E8F1 1F8D2495D78E919012CB1EE2EAF32D06 11902.200000
35850AE103063D91386A12E93CBBAD1C A3EFAF32A468AB80FD17D1C3E88CF849 11934.000000
2F401815C9D52E867A40799F776190AC 7604923E83E400B15239484560875C75 12253.200000
E79A8DEAA0CB7BD9358DC271496F8E78 396293C3F010365C1C73C92D5D54EC84 12164.200000
AFA68D787BBBFFF5FC789473D92420C0 E6DFBBE1085F4FABE6ACA4190550E025 12006.400000
BEADAA5F782538ADB3FA1FFC6AAD7419 9FB67632F2318900DE24D26F7F9EB65F 12186.800000
530292CEBD91C4B909582DE27D4DA33B B7B200242E8A9FE6655466C83B731687 12967.200000
FA4D9A7373D22026CD3F2237EC96503F CA8B019EB96709F32855CBB9FBD0D0BA 12982.400000
98E20E5673D20F7C2A3C5FA78902E384 C9EB8EE35B4169C31C02E27E7EC86345 12057.800000
4F7DF7C25017E81D570A5443A1A48339 67DE3149A61CE01EC691C5DA892F34B2 11916.600000
87918FFA639F778DDBD63565D818E927 73BF04A6AA47E83A70A6B630F7A24C3B 12058.600000
95E0EAE5F7D2024EDD56927EFB15B782 0292910EF1EB959FF5739F18B4B9A354 11772.200000
A6477C09E6F396C1C9CB26A1E30FC979 6653CB307B69A9A5E87B9EBDE096414F 11987.000000
EFB35EE785613562B7C7E0B2DC983482 576ACDB3B47AF9ADFD06CBF96969715E 12495.600000
DFB18BC5A422866EEDAD0FD1BCD84AAC A8498C27ED7B2424A23B310902ABBA8D 12395.600000
8BA8931109C873C19054736CECA8EFCB CB7801B6508D9FD775A18098C062B549 12149.600000
